Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Home Stay Units,ANOTHER WORLD,"ARUGAMBAY,POTTUVIL.",4,B,Ampara,Ampara,Pottuvil,,
Home Stay Units,ARNE'S PLACE,"53A,ARUGAMBAY,POTTUVIL -18.",3,B,Ampara,Ampara,Pottuvil,,
Home Stay Units,TROPICANA,"189,MAIN STREET,ARUGAMBAY,POTTUVIL -18.",4,B,Ampara,Ampara,Pottuvil,,
Home Stay Units,ZIM BAY,"MAIN STREET,ARUGAMBAY,POTTUVIL-05",6,B,Ampara,Ampara,Pottuvil,81.8296849,6.841629
Home Stay Units,HAPPY PANDA,"ARUGAMBAY,POTTUVIL 18.",3,B,Ampara,Ampara,Pottuvil,81.8312445,6.84312
Home Stay Units,HARMONY BEACH HOTEL,"SIINA ULLAI,ARUGAMBAY,POTTUVIL-P/18",5,B,Ampara,Ampara,Pottuvil,81.8289143,6.8499967
Home Stay Units,EVER GREEN LOUNGE,"MAIN STREET, ARUGAMBAY, POTTUVIL.",3,B,Ampara,Ampara,Pottuvil,,
Home Stay Units,PEACE HEAVEN RESORT,"KADURUPOKUNE VILLAGE, GOYAMBOKKA,82200 TANGALLE.",4,B,Kandy,Kandy,Kandy,80.6457853,7.3033077
Home Stay Units,GREEN BEACH HOTEL,"SINNAULLAY, POTUVIL",3,B,Ampara,Ampara,Pottuvil,,
Home Stay Units,WHITE HOUSE BUNGALOW,"3/1 A, GALKANDA ROAD, ANIWATTA, KANDY.",4,A,Kandy,Kandy,Kandy,,
Home Stay Units,THE MEET,"ZONE 7, LOT 21 - K, MILLENNIUM CITY, ORUWALA, ATHURUGIRIYA.",2,B,Colombo,Colombo,Colombo,,
Home Stay Units,DELMA BUNGALOW,"1009/6, NAGAHAMULLA ROAD, PELAWATTE, BATTARAMULLA.",4,A,Colombo,Colombo,kaduwela,79.922537,6.8856282
Home Stay Units,STAR REST BEACH HOTEL,"02, NICE PLACE, ARUGAMBAY, POTTUVIL. P/18.",3,B,Ampara,Ampara,Pottuvil,81.8279482,6.8504456
Home Stay Units,LUCKTISSME GUEST HOME,"125,PITAKANDA ROAD, MAHAYAYA, KANDY.",4,A,Kandy,Kandy,Kandy,,
Home Stay Units,THISARA HOLIDAY BUNGALOW,"83, CONTINENTAL RESIDENSIES, ADNEWS ROAD, PERIYAMULLA,NEGOMBO.",4,A,Gampaha,Negombo,Negombo,79.8442876,7.2239927
Home Stay Units,LILLY ROSA,"41/41/D, RICHMOND HILL, POLWATTE,SUDUHUMPOLA,KANDY",3,A,Kandy,Kandy,Kandy,80.6244403,7.2800016
Home Stay Units,RAMPART VIEW GUEST HOUSE,"37, RAMPART STREET, FORT, GALLE.",4,A,Galle,Galle,Galle,80.217303,6.024423
Home Stay Units,KANDYAN MANOR,"214/3, RAJASINGHARAMA MW, GALAGEDARA RD, YATIWAWALA,KATUGASTOTA.",3,A,Kandy,Kandy,Kandy,80.612166,7.3260547
Home Stay Units,CHELSEA GARDENS,"20, CHELSEA GARDENS, COLOMBO 3",3,B,Colombo,Colombo,Colombo,,
Home Stay Units,WALAUWA,"WALAWWEWATTE, KOBBEWALA, GAMPOLA",2,A,Kandy,Kandy,Kandy,,
Home Stay Units,MOUNTAIN EDGE,"16/8,SAMADHI MW, AMPITIYA, KANDY",1,A,Kandy,Kandy,Kandy,,
Home Stay Units,FRANGIPANI,"24/2F-2/1, HILL STREET,DEHIWALA",3,A,Colombo,Colombo,Colombo,79.8656393,6.8506373
Home Stay Units,ROCK CASCADE HOME STAY,"CIRCULER ROAD, POLONNARUWA.",3,B,Polonnaruwa,Polonnaruwa,Polonnaruwa,81.0010761,7.9397167
Home Stay Units,WHITE HOUSE,"219/4, LUWIS PLACE, NEGOMBO",7,B,Gampaha,Negombo,Gampaha,,
Home Stay Units,AMPERSAND,"WELIHELAGAMA ROAD, ELLAGAMA,DIYATALAWA",6,A,Badulla,Badulla,Badulla,80.942862,6.8200009
Home Stay Units,PADDY VIEW,"51, MAITHRI MW, WATAPULUWA, KANDY",3,A,Kandy,Kandy,Kandy,,
Home Stay Units,BREEZE OF PARADISE,"35/8A, MEEGAHAWATTA RD, GANGODAWILA ,NUGEGODA.",2,A,Colombo,Colombo,Colombo,79.9006381,6.8602118
Home Stay Units,KIRINDA WALAWWA,"""KIRINDA WALAUWA"",HONDIYADENIYA ROAD,GAMPOLA",4,A,Kandy,Kandy,Gampola,,
Home Stay Units,MOUNT LAVINIA HOME STAY,"17/7 OFF DE SARAM RD,MOUNT LAVINIA",3,B,Colombo,Colombo,Colombo,79.8641777,6.8409658
Home Stay Units,THE WHITE NEST,"48A,HOTEL ROAD,MOUNT LAVINIA",3,A,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,79.8625653,6.8340033
Home Stay Units,SUN FLOWER INN,"SUN FLOWER INN,TEMPLE JUNCTION,DAMBULLA",3,B,Matale,Dambulla,Dambulla,80.6522441,7.8523923
Home Stay Units,BALAPOKUNA VILLA,"NO. 12/8, BALAPOKUNA, PURANA VIHARA ROAD, COLOMBO 06",1,A,Colombo,Colombo,Colombo,79.8757808,6.8715737
Home Stay Units,SRILAL'S HOME STAY,"""SRILAL'S HOME STAY"",67,PARAKRAMA ROAD,KURANA,NEGAMBO",4,A,Gampaha,Negombo,Negombo,,
Home Stay Units,LAKE RESIDENCY,"185,ALAKESWARA ROAD,KOTTE",3,A,Colombo,Kotte,Kotte,,
Home Stay Units,VILLA 49,"NO.49,LOUIS PEIRIS MAWATHA,KANDY",3,A,Kandy,Kandy,Gagawata,80.6463231,7.2876327
Home Stay Units,ISURU SEWANA HOLIDAY HOME,"""ISURU SEWANA HOLIDAY INN"",NO.1/2,KALUKALE,NUWARA ELIYA",5,B,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,,
Home Stay Units,VLARS HOLIDAY BUNGALOW,"12B, FARM ROAD, BINDUNUWEWA, BANDARAWELA",5,A,Badulla,Badulla,Bandarawela,,
Home Stay Units,THE VILLA BALAPITIYA BEACH,"""THE VILLA BALAPITIYA BEACH"",NO.517,GALLE ROAD,WALAGEDARA,BALAPITIYA",2,A,Galle,Galle,Balapitiya,80.038683,6.257703
Home Stay Units,RUDY VILLA,"OLD ROAD, 321 - THOPPUTHOTA, WAIKKALA",6,A,Puttalam,Wennappuwa,Wennappuwa,,
Home Stay Units,FRIENDLY FAMILY GUEST HOUSE,"NO.291/A,D.S.SENANAYAKE VIDIYA,KANDY",5,A,Kandy,Kandy,Gagawata,,
Home Stay Units,MUTHUGALA REST,"""MUTHUGALA REST"",NO.159,AMUNUKUMBURA,WATHURUGAMA",4,A,Gampaha,Gampaha,Gampaha,,
Home Stay Units,VILLA SETH,"""VILLA SETH"",NO.36/14,YASODARA WATTA,HIRIMBURA CROSS ROAD,GALLE",4,A,Galle,Galle,Gagawata,,
Home Stay Units,OCEAN INN,"""OCEAN INN"",NO.166/7,ROBOLGODA,BENTOTA",5,B,Galle,Bentota,Benthota,,
Home Stay Units,9 A,"9A, UPPER DICKSON ROAD, GALLE",1,A,Galle,Galle,Galle,,
Home Stay Units,IRUWI,"220, GALLE ROAD, MORAGALLA, BERUWALA.",1,A,Kalutara,Beruwala,Beruwala,79.983049,6.451463
Home Stay Units,RUWINI,"5/327 ,PORUTHOTA RD, PORUTHOTA, KOCHCHIKADE",1,B,Gampaha,Negombo,Negombo,79.841011,7.228957
Home Stay Units,SKYDALE,"352-G, DHARMARAJA ROAD, KANDY",4,A,Kandy,Kandy,Kandy,80.6527456,7.2878343
Home Stay Units,TOURIST REST,"NO. 34, AUBURN SIDE, DEHIWALA",5,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala,,
Home Stay Units,WHITE VILLA,"160/1, SOORIYAGODA, BENTOTA.",4,A,Galle,Bentota,Benthota,79.996374,6.4160207
Home Stay Units,GARDEN GUEST HOUSE,"7, KARLSHRUE GARDENS, COLOMBO 8.",3,A,Colombo,Colombo,Colombo,79.876722,6.921816
Home Stay Units,VILLAGE VILA,"32, WATHUMULLA, UDUGAMPOLA",2,B,Gampaha,Gampaha,Gampaha,,
Home Stay Units,SANDUL VILLA,"NO 510/41, 11TH LANE, HETTEMULA, BERUWALA.",5,A,Kalutara,Beruwala,Beruwala,79.9855867,6.4616673
Home Stay Units,SAMAGI VILLA HOME STAY,"161/1, SEENIMODARA, NAKULUGAMUWA",2,A,Hambantota,Tangalle,Tangalle,,
Home Stay Units,ROCKWELL COLOMBO,"NO 14, BORELLA CROSS ROAD, COLOMBO 8.",3,A,Colombo,Colombo,Colombo,79.8728623,6.9159013
Home Stay Units,KALUWAGAHA WATTA,"INDRASARA MW, THALARAMBA, KAMBURUGAMUWA, MATARA",2,A,Matara,Matara,Matara,,
Home Stay Units,RANTARUWA,"44, GALABADEHENAWATTA, PEHEMBIYA, DICKWELLA.",3,A,Matara,Matara,Matara,80.6999321,5.9599154
Home Stay Units,AWINCO REST,"122, BADULLA ROAD, HAPUTALE",4,B,Badulla,Haputale,Haputale,80.9608823,6.7743487
Home Stay Units,TAMMY'S HOME STAY,"43A, HAIG ROAD, COLOMBO 4",1,A,Colombo,Colombo,Colombo,,
Home Stay Units,UNIQUE HOME STAY,"RANAWAGE WATTE, URUVITIYA, DENIPITIYA",2,B,Matara,Weligama,Welipitiya,,
Home Stay Units,HOME STAY - KOTTE,"237/9B, WIJAYA MW, RAJAMAHA VIHARA ROAD, PITA KOTTE.",2,A,Colombo,Maharagama,Maharagama,,
Home Stay Units,VILLA GAUTHAM,"90, GOTHAMI ROAD, COLOMBO 8",4,A,Colombo,Colombo,Thimbirigasyaya,,
Home Stay Units,PALM GROVE,"07,SIRINIWASA MW,KALUTARA NORTH",4,A,Kalutara,Kalutara,Kalutara,79.953393,6.597506
Home Stay Units,PEARL'S HOME STAY,"MEDICAL CENTER, ANDIAMBALAMA",1,B,Gampaha,Dawamottawa,Katana,,
Home Stay Units,ANNIEWATTE APARTMENTS,"37/8, ANNIEWATTE ROAD, KANDY.",2,A,Kandy,Kandy,Kandy,,
Home Stay Units,LEO'S HOME,"29 A, MUHANDIRAM LANE,DEHIWALA.",4,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala,,
Home Stay Units,A WAYFARERS INN,"77, ROSMEAD PLACE, COLOMBO 07",4,A,Colombo,Colombo,Colombo,,
Home Stay Units,RIVER CORNER,"SINNA ULLAI, SAWALAI/05, ARUGAMBAY.",3,B,Ampara,Pottuvil,Pottuvil,,
Home Stay Units,RISINI HOME,"28/3, SEA BEACH ROAD, BANDARAWATTE,BERUWALA",2,B,Kalutara,Beruwala,Beruwala,,
Home Stay Units,KISMET REST - MIRISSA,"KISMET,PARADISE BEACH ROAD,SCHOOL VIEW,MIRISSA,MATARA",3,A,Matara,Weligama,Weligama,,
Home Stay Units,PLANTATION RETREAT,"PLANTATION RETREAT ELLEPOLA ESTATE,PATANPAHA,WATTEGAMA",4,B,Kandy,Kandy,Pathadumbara,80.6798547,7.3493442
Home Stay Units,LITTLE VILLA,"234 MAHA VIHARA ROAD,MOLLIGODA",5,A,Kalutara,Panadura,Panadura,79.9367766,6.6626348
Home Stay Units,PENT HOUSE ON THE ROCK,"JAKOTUWA, YADDEHIMULLA RD, UNAWATUNA",4,A,Galle,Habaraduwa,Habaraduwa,80.2429685,6.0104782
Home Stay Units,SANASUMA HOME STAY,"22/10,GOVIKAM PLACVE,DIVULPITIYA,BORALESGAMUWA,SRI LANKA",1,A,Colombo,Boralesgamuwa,Colombo,,
Home Stay Units,HEVENLY HOME,"NO 14/16,UPPER LAKE ROAD,NUWARA ELIYA",2,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,80.7711223,6.9633029
Home Stay Units,SAMANPAYA,"NO 150 KADUGANNAWA ROAD,GAMPOLA",3,B,Kandy,Gampola,Gampola,,
Home Stay Units,PLEASURE ISLAND HOME STAY,"HOTEL PLEASURE ISLAND,RESERVEIR ROAD,DAMBULLA.",5,B,Matale,Dambulla,Dambulla,80.6301933,7.8723783
Home Stay Units,HEATHWOOD,"26/1, SIR MARCUS FERNANDO MAWATHA, COLOMBO7",3,A,Colombo,Colombo,Colombo,,
Home Stay Units,HORENADUWA VILLA,"193/16, KADUWELA ROAD, THALANGAMA NORTH, BATTARAMULLA",2,A,Colombo,Kaduwela,kaduwela,,
Home Stay Units,IVY COTTAGE,"F & G CONTINENTAL RESIDENCIES, HOUSE NO 59, 41/104, ADNIVES ROAD, PERIYAMULLA, NEGOMBO",2,A,Gampaha,Negombo,Negombo,79.844978,7.223092
Home Stay Units,SUNIL'S HOME,"45/12, ABREW ROAD, KALUTARA NORTH",3,A,Kalutara,Kalutara,Kalutara,,
Home Stay Units,SAADHANA BIRD HOUSE,"212 A, YADDEHIMULLA, UNAWATUNA",5,B,Galle,Habaraduwa,Habaraduwa,,
Home Stay Units,COMFY STAY,"27/2, O.P.PERERA MAWATHA, LAKE ROAD, BORALASGAMUWA",3,A,Colombo,Boralesgamuwa,Kesbewa,79.9044952,6.8429832
Home Stay Units,COLOMBO HOME STAY,"96/12A, KOTTANUWATHA ROAD, OLD KESBEWA ROAD, NUGEGODA.",5,A,Colombo,Kotte,Kotte,,
Home Stay Units,COCO VILLA,"74/2, JAMBUGASMULLA MAWATHA, NUGEGODA",2,A,Colombo,Maharagama,Maharagama,,
Home Stay Units,SERENE SK HOME,"48, JAYA ROAD, UDAHAMULLA, NUGEGODA",3,A,Colombo,Maharagama,Maharagama,79.9153943,6.8634233
Home Stay Units,GREEN VIEW HOME STAY,"631/1, SRI SUNANDA MAWATHA, UTHUWANKANDA, MAWANELLA",2,A,Kegalle,Kegalle,Mawanella,80.425477,7.2502954
Home Stay Units,HANTANA RANGE VIEW,"47, GEORGE DE SILVA MAWATHA, KANDY",3,A,Kandy,Kandy,Ganga Ihala Korale,80.6179058,7.284343
Home Stay Units,PAVILION RESIDENCE,"170/6 & 170/7, ROBERT GUNAWARDENA MAWATHA, BATTARAMULLA",5,A,Colombo,Colombo,Battaramulla,79.9285037,6.9004455
Home Stay Units,ZENITH,"MAUSSAWA ROAD, UDUPIHILLA, MATALE",4,A,Matale,Matale,Ukuwela,,
Home Stay Units,EAGLE'S REST HOMESTAY HANTHANA,"14B/2/35/3, 8TH LANE, HANTANA HS, HANTANA, KANDY",2,A,Kandy,Gagawata Koralya,Kandy,80.6348843,7.2749563
Home Stay Units,NIRVEGA,"30 A/1, 6TH LANE, MORAGALLA, BERUWALA",5,A,Kalutara,Kalutara,Beruwala,79.9823643,6.4531363
Home Stay Units,VISTA HOUSE,"431/1, HEERASSAGALA ROAD, BOWALAWATTE, KANDY",3,A,Kandy,Kandy,Gagawata,80.6163333,7.2633726
Home Stay Units,"RAMASINGHE LANE, HOME STAY UNIT","56/2, RAMASINGHE LANE, DALUGAMA, KIRIBATHGODA, KELANIYA",4,B,Gampaha,Mahara,Gampaha,,
Home Stay Units,ECO HOME HOLIDAY INN,"31/48, RIVERDALE GARDEN, ANIWATTE, KANDY",4,A,Kandy,Kandy,Kandy,,
Home Stay Units,ATVICE,"86, ZONE 1, MILLENIUM CITY, KOTUGODA, JA-ELA",1,A,Gampaha,Gampaha,Ja-Ela,,
Home Stay Units,GRACE HOME STAY,"572, OBADAWATTA, SINHARUPAGAMA, BENTOTA",3,B,Galle,Bentota,Benthota,,
Home Stay Units,SHALOM VILLA,"262, MAHAWELA ROAD, TANGALLE",3,B,Hambantota,Tangalle,Tangalle,80.7936503,6.0212043
Home Stay Units,ARALIYA,"6, LANE 4, ARALIYA MAWATHA, PRIMROSE GARDEN, KANDY",2,A,Kandy,Kandy,Gagawata,,
Home Stay Units,WHITE COTTAGE,"15/5, DEWALA ROAD, PAGODA, NUGEGODA",2,A,Colombo,Colombo,Nugegoda,,
Home Stay Units,BRIGHT VILLA,"146, PRAJA MANDALA ROAD, HEDIGAMA, PILIYANDALA",5,B,Colombo,Kesbewa,Kesbewa,,
Home Stay Units,KINGFISHER BEACH VILLA,"650/2, COLOMBO BOPITIYA ROAD, USWETAKEIYAWA",3,A,Gampaha,Wattala,Gampaha,,
Home Stay Units,HOME AWAY FROM HOME,"154/8, ERIYAGAMA, PERADENIYA",2,A,Kandy,Kandy,Yatinuwara,80.5880387,7.265275
Home Stay Units,STREAMY VIEW,"9/D/9, NELLIGASGODA, KIRIBATHKUMBURA",2,A,Kandy,Kandy,Yatinuwara,80.5764288,7.2584743
Home Stay Units,HOME STAY STRAND,"218, YADDEHIMULLA ROAD, UNAWATUNA",5,B,Galle,Habaraduwa,Habaraduwa,80.2419195,6.0095014
Home Stay Units,FEEL HOMESTAY,"11A, ST .PHILIP NARY'S CHURCH ROAD, KATUKURUNDA, KALUTARA",1,B,Kalutara,Kalutara,Kalutara,79.9652113,6.5610293
Home Stay Units,SEELOGAMA HOME STAY,"SCHOOL ROAD, SEELOGAMA, BELIHULOYA",1,B,Ratnapura,Ratnapura,Imbulpe,,
Home Stay Units,NATURAL HOLIDAY INN,"NO 6, MODARA ROAD, MEDAKATIYA, TANGALE",3,B,Hambantota,Tangalle,Tangalle,80.7909616,6.0293222
Home Stay Units,SRI V.O.C,"88, DHAMMARATHANA NAHIMI MAWATHA, KATUNAYAKE, NITTABUWA ROAD, NAIWALA, WEYANGODA",1,A,Gampaha,Gampaha,Minuwangoda,80.0305597,7.1578858
Home Stay Units,THE VIEWS,"72/31, A.B DAMUNUPOLA MAWATHA, KANDY",2,A,Kandy,Kandy,Kandy,80.6259093,7.2930855
Home Stay Units,SANASIKA,"NEXT TO RICHMOND CASTLE, TEKKAWATTA, PALATOTA, KALUTARA",4,B,Kalutara,Kalutara,Kalutara,,
Home Stay Units,DSM HOME STAY,"8/1, PITAKANDA ROAD, KANDY",3,B,Kandy,Kandy,Gagawata,80.6357216,7.310338
Home Stay Units,HANTHANA HOUSE,"108, THAPODARAMA ROOAD, HANTHANA, KANDY",4,A,Kandy,Gagawata Koralya,Kandy,80.6247712,7.2750592
Home Stay Units,SHEEN HOME STAY,"18/5, MOHOTTI WATTE, BALAPITIYA",1,B,Galle,balapitiya,Balapitiya,80.033748,6.268667
Home Stay Units,MIHISANDA HOME STAY,"NO 8, NATIONAL HOUSES, JAYAPURA, HINGURAKGODA",4,A,Polonnaruwa,Hingurakgoda,Hingurakgoda,,
Home Stay Units,NARATALE HOME STAY,"NARATALE ESTATE, HELVETIA DIVISION, AMITIRIGALA",3,A,Kegalle,Ruwanwella,Ruwanwella,,
Home Stay Units,PALMS VILLA,"425/10/B, MINUWANGODA ROAD, KADIRANA, NEGOMBO",3,A,Gampaha,Katana,Katana,79.8688523,7.1945973
Home Stay Units,NATURAL HOUSE,"NO 102, THAPODARAMA ROAD, RICHMOND HILL, HANTANA, KANDY",1,B,Kandy,Gagawata Koralya,Gagawata,80.6252851,7.2752736
Home Stay Units,NOOK IN KANDY,"220/2, KURUNEGALA ROAD, KATUGASTOTA",2,A,Kandy,Kandy,Harispattuwa,80.6440763,7.2900773
Home Stay Units,HANDY LODGE,"176, POLWATTE ROAD, PAMUNUWA, MAHARAGAMA",4,B,Colombo,Colombo,Colombo,,
Home Stay Units,SOOKEE'S HOME,"38A, NEWTON SENEVIRATNE, BORALESGAMUWA",3,B,Colombo,Colombo,Colombo,,
Home Stay Units,THE GREEN VIEW,"72/25, 2ND LANE, DAMUNUPOLA GARDENS, KANDY",2,B,Kandy,Kandy,GANGAWATA KORALAYA,,
Home Stay Units,HANTANA HOME STAY,"11 B3/1A/2, UPPER WATER TANK ROAD, HANTANA HOUSING SCHEME, HANTANA, KANDY",2,B,Kandy,Kandy,GANGAWATA KORALAYA,80.6342906,7.2756388
Home Stay Units,TAMAYA B & B,"NO 56, S DE S JAYASINGHE MAWATHA, KOHUWALA",5,B,Colombo,Dehiwala-Mount Lavinia,Dehiwala,,
Home Stay Units,NO.26D,"26 D, CYRIL JAYASUNDARA MAWATHA, SANGARAJA MAWATHA, KANDY",5,B,Kandy,Kandy,Kandy,,
Home Stay Units,BEACH RESIDENCE,"7/17, RATHNAYAKA MAWATHA, MAHAWATTE, THALPITIYA, WADDUWA",4,B,Kalutara,Panadura,Panadura,,
Home Stay Units,MAHAGEDARA HOME STAY,"MAHAGEDARA,PADAWIGAMPOLA, YATAGAMA, RAMBUKKANA",2,B,Kegalle,Rambukkana,Rambukkana,,
Home Stay Units,BLUE RIBBON,"3/339, KANDUWELA ESTATE, GURUDENIYA",5,B,Kandy,Gagawata Koralya,Kandy,80.6892666,7.2655464
Home Stay Units,MAHIE,"39, IVORY VILLAGE, YATIKOTAGAMA ROAD, PINNAWALA, RAMBUKKANA",2,B,Kegalle,Rambukkana,Rambukkana,,
Home Stay Units,VILLU VILLA,"601/45B, JAYA MAWATHA, AIRPORT ROAD, ANURADHAPURA",4,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.4219063,8.31536
Home Stay Units,SARA HOMES,"NO 141, 4TH LANE, VISHAKA WATTHA, EKALA",3,A,Gampaha,Ja-Ela,Ja-Ela,79.9066758,7.0959788
Home Stay Units,CHELLI,"NO 241/3A, ST. JOSEPH STREET, NEGOMBO",3,B,Gampaha,Negombo,Negombo,,
Home Stay Units,CHANDRANI,"NO 115, SRI MAHAVIHARA MAWATHA, PANADURA",4,B,Kalutara,Panadura,Panadura,,
Home Stay Units,STYLISH HOUSE,"NO 309/2, GEORGE E DE SILVA MAWATHA, KANDY",3,A,Kandy,Kandy,Gagawata,,
Home Stay Units,FAIRLY,"NO 263/2, BATAPOTHA, MADELGOMUWA, GAMPAHA",2,A,Gampaha,Minuwangoda,Minuwangoda,,
Home Stay Units,THOTUPOLA RESIDENCE,"NO 162/1, HALLOLUWA, KANDY",4,A,Kandy,Harispattuwa,Harispattuwa,80.606204,7.2906944
Home Stay Units,MANGO HOUSE JAPANESE GUEST HOUSE,"422/B ,CAPTAIN NISHENDRA MW, NELUMPITIYA, THIMBIRIGASKATUWA, NEGOMBO.",5,A,Gampaha,Katana,Katana,,
Home Stay Units,HOLIDAY STAY INN,"NO. 100/7B, GEORGE E DE SILVA MAWATHA, KANDY VIEW GARDEN, KANDY",3,A,Kandy,Gagawata Koralya,Gagawata,80.6196331,7.2874246
Home Stay Units,HANTAHANA HOLIDAY ROOMS,"NO. 13/B/15/1, N. H. S. HANTANA, KANDY",5,A,Kandy,Gagawata Koralya,Kandy,80.6366113,7.2749143
Home Stay Units,CALM HOMES,"96/9,JANARAJA MAWATHA,HALLOLUWA",4,A,Kandy,Harispattuwa,Harispattuwa,,
Home Stay Units,OPEN HILL,"86/45 KANDY VIEW GARDEN,GEORGE.E.DE SILVA MAWATHA, KANDY",2,B,Kandy,Kandy,Kandy,80.6194594,7.2869723
Home Stay Units,GARDEN REST-KANDY,"3/30,30/3/1/2,VIHARA MW.,SUDUHUMPOLA,KANDY",3,A,Kandy,MC,GANGAWATA KORALAYA,80.6246844,7.2832395
Home Stay Units,RENUKA INN,"29/261/K, AMPITIYA ROAD, KANDY.",3,A,Kandy,Kandy,Gagawata,80.6483964,7.2849469
Home Stay Units,NANDANA VILLA,"NO. 6, NANDANA GARDENS, YAHAMPATH MAWATHA, MAHARAGAMA",4,A,Colombo,Maharagama,Maharagama,,
Home Stay Units,MAHAKANDA HOMESTAY,"MAHAKANDA HOMESTAY,430/14,AMBERSTIYA LANE,SARASAWIGAMA ROAD,MAHAKANDA,PERADENIYA,KANDY",2,A,Kandy,Gagawata Koralya,Gagawata,,
Home Stay Units,VILLA AVIKSHA,"88 PUBUDU MAWATHA , MADIHA , MATARA",3,B,Matara,Matara,Matara,80.512295,5.937323
Home Stay Units,MISTY HILLS,"37, UDA PERADENIYA, PERADENIYA",1,A,Kandy,Kandy,Kandy,80.6049198,7.2657901
Home Stay Units,DAMMIKA HOME,"19 (27/7) SANGAMITTA AVENVE, OFF SRI DHARMPALA ROAD, MOUNT LAVINIA",3,B,Colombo,Colombo,Colombo,79.8641082,6.8435879
Home Stay Units,DWARA,"367/3, 2ND LANE, JINASENA MAWATA, MAHARA, KADAWATHA.",2,B,Colombo,Gampaha,Gampaha,,
Home Stay Units,DREAM STAY,"25/8, GLASSAUGH ROAD, NANU OYA, NUWARA ELIYA",3,B,Nuwara Eliya,Nuwara Eliya,Mahaoya,80.7431439,6.9428324
Home Stay Units,RYAN HOLIDAY INN,"NO.20, SAMARAWEERA PLACE, WELIGAMA.",1,B,Matara,Weligama,Weligama,,
Home Stay Units,SPRING FLOWER RESIDENCE,"NO.115/45, NICHOLAS MARCUS MAWATHA, 7TH LANE, NEGAMBO",2,B,Gampaha,Negombo,Negombo,,
Home Stay Units,NEGAMBO GREEN VILLA,"105/B, ANDERSON ROAD, NEGAMBO.",2,A,Gampaha,Negombo,Negombo,,
Home Stay Units,VILLA JASMINE,"NO.11, ST. ANTHONY'S ROAD, ETHTHUKALA, NEGAMBO.",2,A,Gampaha,Negombo,Negombo,,
Home Stay Units,SHERENES HOME STAY,"87/5, DAMMA DASSI MAWATHA, KANDY.",2,A,Kandy,Kandy,Kandy,80.6359503,7.305467
Home Stay Units,CHANDI,"117/24B, PERIS MAWATHA,KALUBOWILA.",2,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala,,
Home Stay Units,KANDY RIVER BREEZE,"324A, HEWAHETA ROAD, THALWATTA, KANDY.",3,A,Kandy,Gagawata Koralya,Gagawata,80.6523487,7.2915244
Home Stay Units,JUNGLE VIEW,"NO.55,CIRCULAR ROAD,HANTHANA HOUSING SCHEME,HANTHANA,KANDY.",3,A,Kandy,Kandy,Kandy,80.635864,7.281025
Home Stay Units,SUWANI PINNAWALA HOME STAY.,"PINNA LANDA WATTA,BATHABURAYA,RAMBUKKANA.",3,B,Kegalle,Rambukkana,Rambukkana,80.383586,7.3007563
Home Stay Units,PRIYAMANI HOME STAY,"NO.227/A, PATHAHENA, ESSELLA, VEYANGODA.",5,A,Gampaha,Minuwangoda,Minuwangoda,,
Home Stay Units,SOPHIE HOUSE,"567/3, DEWANIYAGAHA WATTA, NARIGAMA, HIKKADUWA.",5,A,Galle,Hikkaduwa,Hikkaduwa,80.1063005,6.1257824
Home Stay Units,DAMITH HOME STAY,"NO.06, 'SAMAGIYA', MADAKETIYA ROAD, TANGALLE.",2,A,Hambantota,Tangalle,Tangalle,80.793972,6.029473
Home Stay Units,AMRITA,"36, POLWATTHA, AMPITIYA, KANDY.",3,A,Kandy,Kandy,Ganga Ihala Korale,80.661261,7.268781
Home Stay Units,MOUNT REPUBLIC,"NO.06, LILIAN AVENUE, MOUNT LAVINIA.",5,A,Colombo,Dehiwala-Mount Lavinia,Ratmalana,79.8641105,6.8330424
Home Stay Units,NATURE,"NO.138/A,WELIGAMPITIYA, POKUNUWITA.",3,A,Kalutara,Horana,Horana,80.030032,6.732221
Home Stay Units,KANDY HOLIDAY RESIDENCE,"NO.19/5,P.L.P.ALWIS MAWATHA,LEWELLA ROAD,KANDY.",3,A,Kandy,Kandy,Kandy,80.6471513,7.2960543
Home Stay Units,AMUURA BEACH HOUSE,"NO.36, MARADANA ROAD, BANDARAWATTA, BERUWALA.",5,A,Kalutara,Beruwala,Beruwala,79.974822,6.469276
Home Stay Units,DIYESTA TRAVELER,"NO. 03, DIYADOLAWATTA, HABARAKADA, THAWALAMA.",2,B,Galle,Dickwella,Thawalama,,
Home Stay Units,REKAWA VIEW HOME STAY,"NO 62, POKUNAGODA, REKAWA-EAST, NETOLPITIYA, TANGALLE.",1,B,Hambantota,Tangalle,Tangalle,,
Home Stay Units,WIJESINGHE HOUSE,"NO.04,RAJAGIRIYA UDYANAYA,NAWALA ROAD,RAJAGIRIYA.",3,A,Colombo,Kotte,Kotte,,
Home Stay Units,SURF DREAM HOUSE,"NO.172, MAIN STREET, WELIGAMA.",2,B,Matara,Weligama,Weligama,,
